Row;GTIN;Name;Last updated;GTIN Label
1663;7388004300000;Not found;-;-
1664;7388013700000;Not found;-;-
1665;7388018900000;Not found;-;-
1666;7388019300000;Not found;-;-
1667;7388024400000;Tidsam AB;Last updated: 2016-07-12;(GLN: 7381000006500, GCP: 7388 0)
1668;7388025400000;Not found;-;-
1669;7388035800000;Not found;-;-
1670;7388042200000;Not found;-;-
1671;7388047200000;Not found;-;-
1672;7388063300000;Not found;-;-
1673;7388069300000;Not found;-;-
1674;7388101000000;MTD MORGONTIDIG DISTRIBUTION KB;Last updated: 2015-11-24;(GLN: 7388100000001, GCP: 7388 1)
1675;7388103000000;Not found;-;-
1676;7388103100000;Not found;-;-
1677;7388105900000;Not found;-;-
1678;7388106100000;Not found;-;-
1679;7388107000000;Not found;-;-
1680;7388107600000;Not found;-;-
1681;7388107800000;MTD MORGONTIDIG DISTRIBUTION KB;Last updated: 2015-11-24;(GLN: 7388100000001, GCP: 7388 1)
1682;7388108000000;Not found;-;-
1683;7388110000000;Not found;-;-
1684;7388111000000;Not found;-;-
1685;7388112000000;Not found;-;-
1686;7388113000000;Not found;-;-
1687;7388114000000;Not found;-;-
1688;7388116000000;Not found;-;-
1689;7388118000000;MTD MORGONTIDIG DISTRIBUTION KB;Last updated: 2015-11-24;(GLN: 7388100000001, GCP: 7388 1)
1690;7388118700000;Not found;-;-
1691;7388118800000;Not found;-;-
1692;7388118900000;Not found;-;-
1693;7388120000000;Not found;-;-
1694;7388123800000;Not found;-;-
1695;7388125000000;MTD MORGONTIDIG DISTRIBUTION KB;Last updated: 2015-11-24;(GLN: 7388100000001, GCP: 7388 1)
1696;7388126000000;Not found;-;-
1697;7388127000000;Not found;-;-
1698;7388127200000;Not found;-;-
1699;7388129000000;Not found;-;-
1700;7388131800000;Not found;-;-
1701;7388132300000;Not found;-;-
1702;7388132400000;Not found;-;-
1703;7388132500000;Not found;-;-
1704;7388132600000;Not found;-;-
1705;7388133600000;Not found;-;-
1706;7388134300000;Not found;-;-
1707;7388134500000;Not found;-;-
1708;7388134600000;MTD MORGONTIDIG DISTRIBUTION KB;Last updated: 2015-11-24;(GLN: 7388100000001, GCP: 7388 1)
1709;7388135200000;Not found;-;-
1710;7388136100000;Not found;-;-
1711;7388136300000;Not found;-;-
1712;7388136400000;Not found;-;-
1713;7388137000000;Not found;-;-
1714;7388137200000;Not found;-;-
1715;7388137300000;Not found;-;-
1716;7388138200000;Not found;-;-
1717;7388138300000;Not found;-;-
1718;7388139000000;Not found;-;-
1719;7388139500000;Not found;-;-
1720;7388139600000;Not found;-;-
1721;7388140800000;Not found;-;-
1722;7388141500000;Not found;-;-
1723;7388141700000;Not found;-;-
1724;7388141800000;Not found;-;-
1725;7388142400000;Not found;-;-
1726;7388142500000;Not found;-;-
1727;7388143000000;Not found;-;-
1728;7388144000000;Not found;-;-
1729;7388144700000;Not found;-;-
1730;7388144800000;Not found;-;-
1731;7388145500000;Not found;-;-
1732;7388145900000;Not found;-;-
1733;7388146000000;Not found;-;-
1734;7388146100000;MTD MORGONTIDIG DISTRIBUTION KB;Last updated: 2015-11-24;(GLN: 7388100000001, GCP: 7388 1)
1735;7388146200000;Not found;-;-
1736;7388146600000;Not found;-;-
1737;7388147200000;Not found;-;-
1738;7388150700000;Not found;-;-
1739;7388151600000;Not found;-;-
1740;7388152200000;Not found;-;-
1741;7388152300000;Not found;-;-
1742;7388152600000;Not found;-;-
1743;7388154500000;Not found;-;-
1744;7388155800000;Not found;-;-
1745;7388156000000;MTD MORGONTIDIG DISTRIBUTION KB;Last updated: 2015-11-24;(GLN: 7388100000001, GCP: 7388 1)
1746;7388156200000;Not found;-;-
1747;7388156500000;Not found;-;-
1748;7388156600000;Not found;-;-
1749;7388156800000;Not found;-;-
1750;7388157300000;MTD MORGONTIDIG DISTRIBUTION KB;Last updated: 2015-11-24;(GLN: 7388100000001, GCP: 7388 1)
1751;7388157700000;Not found;-;-
1752;7388158300000;Not found;-;-
1753;7388158600000;MTD MORGONTIDIG DISTRIBUTION KB;Last updated: 2015-11-24;(GLN: 7388100000001, GCP: 7388 1)
1754;7388158800000;Not found;-;-
1755;7388159000000;Not found;-;-
1756;7388159300000;Not found;-;-
1757;7388165100000;Not found;-;-
1758;7388165600000;MTD MORGONTIDIG DISTRIBUTION KB;Last updated: 2015-11-24;(GLN: 7388100000001, GCP: 7388 1)
1759;7388173300000;Not found;-;-
1760;7388202100000;Not found;-;-
1761;7388202700000;Not found;-;-
1762;7388208200000;Not found;-;-
1763;7388211200000;Svenska Interpress AB;Last updated: 2016-09-08;(GLN: 7381000028601, GCP: 7388 2)
1764;7388212800000;Not found;-;-
1765;7388216900000;Not found;-;-
1766;7388219400000;Not found;-;-
1767;7388223300000;Not found;-;-
1768;7388224800000;Not found;-;-
1769;7388225700000;Not found;-;-
1770;7388228500000;Not found;-;-
1771;7388231000000;Svenska Interpress AB;Last updated: 2016-09-08;(GLN: 7381000028601, GCP: 7388 2)
1772;7388234600000;Not found;-;-
1773;7388235900000;Not found;-;-
1774;7388239200000;Not found;-;-
1775;7388243100000;Not found;-;-
1776;7388250800000;Not found;-;-
1777;7388253600000;Not found;-;-
1778;7388256400000;Not found;-;-
1779;7388268100000;Not found;-;-
1780;7388275800000;Svenska Interpress AB;Last updated: 2016-09-08;(GLN: 7381000028601, GCP: 7388 2)
1781;7388276500000;Not found;-;-
1782;7388280400000;Not found;-;-
1783;7388283200000;Not found;-;-
1784;7388283600000;Not found;-;-
1785;7388287400000;Not found;-;-
1786;7388287600000;Not found;-;-
1787;7388290800000;Not found;-;-
1788;7388297400000;Not found;-;-
1789;7388298800000;Not found;-;-
1790;7388299400000;Not found;-;-
1791;7388307100000;Not found;-;-
1792;7388308700000;Svenska Interpress AB;Last updated: 2016-09-08;(GLN: 7381000028601, GCP: 7388 3)
1793;7388308900000;Not found;-;-
1794;7388313000000;Not found;-;-
1795;7388315900000;Not found;-;-
1796;7388316000000;Svenska Interpress AB;Last updated: 2016-09-08;(GLN: 7381000028601, GCP: 7388 3)
1797;7388316600000;Not found;-;-
1798;7388326900000;Svenska Interpress AB;Last updated: 2016-09-08;(GLN: 7381000028601, GCP: 7388 3)
1799;7388329700000;Not found;-;-
1800;7388331600000;Not found;-;-
1801;7388333700000;Not found;-;-
1802;7388353500000;Not found;-;-
1803;7388358800000;Not found;-;-
1804;7388364800000;Not found;-;-
1805;7388389500000;Not found;-;-
1806;7388396200000;Svenska Interpress AB;Last updated: 2016-09-08;(GLN: 7381000028601, GCP: 7388 3)
1807;7388396700000;Not found;-;-
1808;7388398300000;Not found;-;-
1809;7388398400000;Not found;-;-
1810;7388436000000;Not found;-;-
1811;7388440100000;Not found;-;-
1812;7388477700000;Not found;-;-
1813;7388504300000;Not found;-;-
1814;7388514500000;Not found;-;-
1815;7388519000000;Not found;-;-
1816;7388520600000;Not found;-;-
1817;7388528800000;Not found;-;-
1818;7388529800000;Not found;-;-
1819;7388542200000;Not found;-;-
1820;7388542600000;Not found;-;-
1821;7388565700000;Not found;-;-
1822;7388578000000;Not found;-;-
1823;7388582800000;Not found;-;-
1824;7388585700000;Not found;-;-
1825;7388585800000;Not found;-;-
1826;7388587200000;Svenska Interpress AB;Last updated: 2016-09-08;(GLN: 7381000028601, GCP: 7388 5)
1827;7388588700000;Not found;-;-
1828;7388588800000;Not found;-;-
1829;7388589000000;Not found;-;-
1830;7388589100000;Not found;-;-
1831;7388624000000;Not found;-;-
1832;7388624400000;Not found;-;-
1833;7388629900000;Not found;-;-
1834;7388703000000;Not found;-;-
1835;7388704300000;Not found;-;-
1836;7388707500000;Not found;-;-
1837;7388709600000;Not found;-;-
1838;7388711400000;Not found;-;-
1839;7388722000000;Not found;-;-
1840;7388725300000;Not found;-;-
1841;7388733500000;Not found;-;-
1842;7388740500000;Not found;-;-
1843;7388747400000;Not found;-;-
1844;7388747500000;Not found;-;-
1845;7388752200000;Not found;-;-
1846;7388766800000;Not found;-;-
1847;7388771000000;Not found;-;-
1848;7388775900000;Not found;-;-
1849;7388776000000;Not found;-;-
1850;7388776200000;Not found;-;-
1851;7388776400000;Not found;-;-
1852;7388776700000;Not found;-;-
1853;7388776800000;Not found;-;-
1854;7388778500000;Not found;-;-
1855;7388785800000;Not found;-;-
1856;7388786000000;Not found;-;-
1857;7388793400000;Not found;-;-
1858;7388796700000;Not found;-;-
1859;7388800500000;Not found;-;-
1860;7388800800000;Hallpressen AB;Last updated: 2016-07-19;(GLN: 7388800300005, GCP: 73888 008)
1861;7388801000000;Not found;-;-
1862;7388801800000;Not found;-;-
1863;7388803200000;Not found;-;-
1864;7388804100000;Not found;-;-
1865;7388804600000;Not found;-;-
1866;7388805100000;Not found;-;-
1867;7388909500000;Not found;-;-
1868;7388949200000;Not found;-;-
1869;7390305200117;Not found;-;-
1870;7391015101015;Not found;-;-
1871;7391015101022;Not found;-;-
1872;7391015101039;Not found;-;-
1873;7391015101046;Not found;-;-
1874;7391015101053;Not found;-;-
1875;7391015101060;Not found;-;-
1876;7391147002150;Not found;-;-
1877;7391216800021;;Broken at gs1.se;()
1878;7391275027926;;Broken at gs1.se;()
1879;7391275322977;;Broken at gs1.se;()
1880;7391275327989;;Broken at gs1.se;()
1881;7391315003019;Not found;-;-
1882;7391323160414;Huhtamaki Foodservice Nordic Oy, Sweden Filial;Last updated: 2016-09-15;(GLN: 7391323000000, GCP: 739 1323)
1883;7391340253854;Not found;-;-
1884;7391366001019;Not found;-;-
1885;7391366001026;Not found;-;-
1886;7391366001040;Not found;-;-
1887;7391366001170;Not found;-;-
1888;7391366001200;Not found;-;-
1889;7391366001316;Not found;-;-
1890;7391366001583;Not found;-;-
1891;7391366001606;Not found;-;-
1892;7391366001613;Not found;-;-
1893;7391366002023;Not found;-;-
1894;7391366002030;Not found;-;-
1895;7391366002054;Not found;-;-
1896;7391366002078;Not found;-;-
1897;7391366002092;Not found;-;-
1898;7391366002108;Not found;-;-
1899;7391366002115;Not found;-;-
1900;7391366002160;Not found;-;-
1901;7391366002184;Not found;-;-
1902;7391366002290;Not found;-;-
1903;7391366002375;Not found;-;-
1904;7391366002412;Not found;-;-
1905;7391366002481;Not found;-;-
1906;7391366003013;Not found;-;-
1907;7391366003020;Not found;-;-
1908;7391366003037;Not found;-;-
1909;7391366003129;Not found;-;-
1910;7391366003440;Not found;-;-
1911;7391366003464;Not found;-;-
1912;7391366005048;Not found;-;-
1913;7391366005062;Not found;-;-
1914;7391366005642;Not found;-;-
1915;7391366007202;Not found;-;-
1916;7391383604507;Not found;-;-
1917;7391383700001;Not found;-;-
1918;7391406901057;Not found;-;-
1919;7391526012039;Not found;-;-
1920;7391584005707;Not found;-;-
1921;7391596000035;Not found;-;-
1922;7391596011116;Not found;-;-
1923;7391596033330;Not found;-;-
1924;7391647000267;Not found;-;-
1925;7391647000274;Not found;-;-
1926;7391647000281;Not found;-;-
1927;7391647000311;Not found;-;-
1928;7391647000328;Not found;-;-
1929;7391647000335;Not found;-;-
1930;7391647000342;Not found;-;-
1931;7391647000465;Not found;-;-
1932;7391647000472;Not found;-;-
1933;7391647000489;Not found;-;-
1934;7391647001288;Not found;-;-
1935;7391647001608;Not found;-;-
1936;7391647001639;Not found;-;-
1937;7391647001707;Not found;-;-
1938;7391647001714;Not found;-;-
1939;7391647001806;Not found;-;-
1940;7391647001813;Not found;-;-
1941;7391647001820;Not found;-;-
1942;7391647001837;Not found;-;-
1943;7391647002360;Not found;-;-
1944;7391647002377;Not found;-;-
1945;7391647002384;Not found;-;-
1946;7391647002469;Not found;-;-
1947;7391647002575;Not found;-;-
1948;7391647002759;Not found;-;-
1949;7391647002766;Not found;-;-
1950;7391647002773;Not found;-;-
1951;7391647002780;Not found;-;-
1952;7391647002803;Not found;-;-
1953;7391647002926;Not found;-;-
1954;7391647003008;Not found;-;-
1955;7391647003039;Not found;-;-
1956;7391647003138;Not found;-;-
1957;7391647003169;Not found;-;-
1958;7391647003206;Not found;-;-
1959;7391647003428;Not found;-;-
1960;7391647003572;Not found;-;-
1961;7391647003596;Not found;-;-
1962;7391647003640;Not found;-;-
1963;7391647003657;Not found;-;-
1964;7391647003664;Not found;-;-
1965;7391647003671;Not found;-;-
1966;7391647003695;Not found;-;-
1967;7391647003701;Not found;-;-
1968;7391647003992;Not found;-;-
1969;7391647004005;Not found;-;-
1970;7391647004012;Not found;-;-
1971;7391647004029;Not found;-;-
1972;7391647004043;Not found;-;-
1973;7391647004050;Not found;-;-
1974;7391647004067;Not found;-;-
1975;7391647004210;Not found;-;-
1976;7391647004272;Not found;-;-
1977;7391647004289;Not found;-;-
1978;7391647004296;Not found;-;-
1979;7391647004302;Not found;-;-
1980;7391647004319;Not found;-;-
1981;7391647004326;Not found;-;-
1982;7391647004333;Not found;-;-
1983;7391647004340;Not found;-;-
1984;7391647004388;Not found;-;-
1985;7391647004395;Not found;-;-
1986;7391647004401;Not found;-;-
1987;7391647004418;Not found;-;-
1988;7391647004432;Not found;-;-
1989;7391647004449;Not found;-;-
1990;7391647004470;Not found;-;-
1991;7391647004487;Not found;-;-
1992;7391647004494;Not found;-;-
1993;7391647004524;Not found;-;-
1994;7391647004531;Not found;-;-
1995;7391647004548;Not found;-;-
1996;7391647004555;Not found;-;-
1997;7391647004562;Not found;-;-
1998;7391647004579;Not found;-;-
1999;7391647004586;Not found;-;-
2000;7391647004616;Not found;-;-
2001;7391647004623;Not found;-;-
2002;7391647004630;Not found;-;-
2003;7391647004722;Not found;-;-
2004;7391647004746;Not found;-;-
2005;7391647004753;Not found;-;-
2006;7391647004760;Not found;-;-
2007;7391777364727;Not found;-;-
2008;7391793002009;Not found;-;-
2009;7391793002016;Not found;-;-
2010;7391793002023;Not found;-;-
2011;7391805316100;;Broken at gs1.se;()
2012;7391805361025;;Broken at gs1.se;()
2013;7391854002115;Not found;-;-
2014;7391854002153;Not found;-;-
2015;7391854002214;Not found;-;-
2016;7391854003082;Not found;-;-
2017;7391854003112;Not found;-;-
2018;7391854003174;Not found;-;-
2019;7391854003181;Not found;-;-
2020;7391854004546;Not found;-;-
2021;7391854005093;Not found;-;-
2022;7391854005369;Not found;-;-
2023;7391854022045;Not found;-;-
2024;7391897990103;Not found;-;-
2025;7391946079360;Not found;-;-
2026;7391976312123;Not found;-;-
2027;7392052551641;Not found;-;-
2028;7392119803577;Not found;-;-
2029;7392212000033;Not found;-;-
2030;7392395210342;Not found;-;-
2031;7392426003059;Future Eyewear Group Sweden AB;Last updated: 2016-04-27;(GLN: 7392426000003, GCP: 739 2426)
2032;7392521010112;Not found;-;-
2033;7392521010419;Not found;-;-
2034;7392561000074;Not found;-;-
2035;7392561000081;Not found;-;-
2036;7392561000104;Not found;-;-
2037;7392561000142;Not found;-;-
2038;7392561000166;Not found;-;-
2039;7392561000197;Not found;-;-
2040;7392561000203;Not found;-;-
2041;7392561000234;Not found;-;-
2042;7392561000333;Not found;-;-
2043;7392561000340;Not found;-;-
2044;7392561000357;Not found;-;-
2045;7392561000661;Not found;-;-
2046;7392561000678;Not found;-;-
2047;7392561001033;Not found;-;-
2048;7392561001040;Not found;-;-
2049;7392561001217;Not found;-;-
2050;7392561001453;Not found;-;-
2051;7392561001491;Not found;-;-
2052;7392561001682;Not found;-;-
2053;7392561001705;Not found;-;-
2054;7392561001712;Not found;-;-
2055;7392561001927;Not found;-;-
2056;7392561001965;Not found;-;-
2057;7392561002030;Not found;-;-
2058;7392561002078;Not found;-;-
2059;7392561002443;Not found;-;-
2060;7392561002481;Not found;-;-
2061;7392561003082;Not found;-;-
2062;7392561003303;Not found;-;-
2063;7392584293804;Runsven AB;Last updated: 2016-07-23;(GLN: 7392584000006, GCP: 739 2584)
2064;7392591004059;Not found;-;-
2065;7392594011016;Not found;-;-
2066;7392594061172;Not found;-;-
2067;7392595015259;Adelsöägg AB;Last updated: 2016-02-19;(GLN: 7392595000002, GCP: 739 2595)
2068;7392626037335;Ejendals AB;Last updated: 2016-06-09;(GLN: 7392626000001, GCP: 739 2626)
2069;7392637010518;Not found;-;-
2070;7392637010549;Not found;-;-
2071;7392637011027;Not found;-;-
2072;7392637011034;Not found;-;-
2073;7392637011041;Not found;-;-
2074;7392637011065;Not found;-;-
2075;7392637011072;Not found;-;-
2076;7392637011089;Not found;-;-
2077;7392637011157;Not found;-;-
2078;7392637013014;Not found;-;-
2079;7392637020517;Not found;-;-
2080;7392637020555;Not found;-;-
2081;7392637020661;Not found;-;-
2082;7392637020883;Not found;-;-
2083;7392637021040;Not found;-;-
2084;7392637021057;Not found;-;-
2085;7392637021088;Not found;-;-
2086;7392637021101;Not found;-;-
2087;7392637021194;Not found;-;-
2088;7392637021200;Not found;-;-
2089;7392637021309;Not found;-;-
2090;7392637022566;Not found;-;-
2091;7392637022610;Not found;-;-
2092;7392637023105;Not found;-;-
2093;7392637023181;Not found;-;-
2094;7392637023198;Not found;-;-
2095;7392637023228;Not found;-;-
2096;7392637023327;Not found;-;-
2097;7392637023358;Not found;-;-
2098;7392637029596;Not found;-;-
2099;7392637029602;Not found;-;-
2100;7392637029619;Not found;-;-
2101;7392637029626;Not found;-;-
2102;7392637029633;Not found;-;-
2103;7392637029640;Not found;-;-
2104;7392637029657;Not found;-;-
2105;7392637029688;Not found;-;-
2106;7392637029695;Not found;-;-
2107;7392637030011;Not found;-;-
2108;7392637030028;Not found;-;-
2109;7392637030066;Not found;-;-
2110;7392637030073;Not found;-;-
2111;7392637031063;Not found;-;-
2112;7392637032060;Not found;-;-
2113;7392637033067;Not found;-;-
2114;7392637034064;Not found;-;-
2115;7392637035061;Not found;-;-
2116;7392637036068;Not found;-;-
2117;7392637037065;Not found;-;-
2118;7392637045060;Not found;-;-
2119;7392637050231;Not found;-;-
2120;7392637050316;Not found;-;-
2121;7392637050323;Not found;-;-
2122;7392637050330;Not found;-;-
2123;7392637050354;Not found;-;-
2124;7392637050378;Not found;-;-
2125;7392637050392;Not found;-;-
2126;7392637050446;Not found;-;-
2127;7392637060216;Not found;-;-
2128;7392637060223;Not found;-;-
2129;7392637060315;Not found;-;-
2130;7392637060360;Not found;-;-
2131;7392637060377;Not found;-;-
2132;7392637060438;Not found;-;-
2133;7392637061343;Not found;-;-
2134;7392637061411;Not found;-;-
2135;7392637061428;Not found;-;-
2136;7392637080030;Not found;-;-
2137;7392637080047;Not found;-;-
2138;7392637080061;Not found;-;-
2139;7392637080078;Not found;-;-
2140;7392637080085;Not found;-;-
2141;7392665623872;Not found;-;-
2142;7392672001120;Lindahls Mejeri Produkter AB;Last updated: 2016-08-12;(GLN: 7392672000000, GCP: 739 2672)
2143;7392672001571;Lindahls Mejeri Produkter AB;Last updated: 2016-08-12;(GLN: 7392672000000, GCP: 739 2672)
2144;7392704191058;Not found;-;-
2145;7392752100088;Not found;-;-
2146;7392752100095;Not found;-;-
2147;7392752110315;Not found;-;-
2148;7392752110322;Not found;-;-
2149;7392752110346;Not found;-;-
2150;7392752110377;Not found;-;-
2151;7392752220953;Not found;-;-
2152;7392752220984;Not found;-;-
2153;7392752440276;Not found;-;-
2154;7392752581047;Not found;-;-
2155;7392813266067;Bårebo Nordic AB;Last updated: 2016-07-12;(GLN: 7318970000009, GCP: 739 2813)
2156;7392856000147;Not found;-;-
2157;7392856000543;Not found;-;-
2158;7392893003101;Not found;-;-
2159;7392893003255;Not found;-;-
2160;7392893003309;Not found;-;-
2161;7392893008120;Not found;-;-
2162;7393067000278;Not found;-;-
2163;7393155001149;;Broken at gs1.se;()
2164;7393670000023;Åke P Holding AB;Last updated: 2015-12-21;(GLN: 7393670000009, GCP: 739 3670)
2165;7393717003895;Not found;-;-
2166;7393750003371;Not found;-;-
2167;7393750003487;Not found;-;-
2168;7393750007577;Not found;-;-
2169;7393750007584;Not found;-;-
2170;7393833451556;Not found;-;-
2171;7393833712107;Not found;-;-
2172;7393981365507;Miljösäck i Norrköping AB;Last updated: 2016-09-08;(GLN: 7393981000002, GCP: 739 3981)
2173;7393986008102;Not found;-;-
2174;7394015060412;Not found;-;-
2175;7394015060436;Not found;-;-
2176;7394015065011;Not found;-;-
2177;7394015065028;Not found;-;-
2178;7394052002055;Gjöco AB;Last updated: 2016-05-10;(GLN: 7394052000006, GCP: 739 4052)
2179;7394228606230;Not found;-;-
2180;7394246200045;Energikakan i Kalmar AB;Last updated: 2016-01-05;(GLN: 7394246000003, GCP: 739 4246)
2181;7394246200069;Energikakan i Kalmar AB;Last updated: 2016-01-05;(GLN: 7394246000003, GCP: 739 4246)
2182;7394246200083;Energikakan i Kalmar AB;Last updated: 2016-01-05;(GLN: 7394246000003, GCP: 739 4246)
2183;7394246200199;Energikakan i Kalmar AB;Last updated: 2016-01-05;(GLN: 7394246000003, GCP: 739 4246)
2184;7394261200488;Not found;-;-
2185;7394288950939;Not found;-;-
2186;7394413800016;Not found;-;-
2187;7394413800023;Not found;-;-
2188;7394413800030;Not found;-;-
2189;7394413800054;Not found;-;-
2190;7394413800061;Not found;-;-
2191;7394413800078;Not found;-;-
2192;7394413800092;Not found;-;-
2193;7394413800108;Not found;-;-
2194;7394413800122;Not found;-;-
2195;7394413800146;Not found;-;-
2196;7394413800153;Not found;-;-
2197;7394413800160;Not found;-;-
2198;7394413800177;Not found;-;-
2199;7394413800184;Not found;-;-
2200;7394413800191;Not found;-;-
2201;7394413800207;Not found;-;-
2202;7394413800214;Not found;-;-
2203;7394413800221;Not found;-;-
2204;7394413800238;Not found;-;-
2205;7394413800245;Not found;-;-
2206;7394413800320;Not found;-;-
2207;7394413800337;Not found;-;-
2208;7394413800344;Not found;-;-
2209;7394413800351;Not found;-;-
2210;7394413800405;Not found;-;-
2211;7394413800412;Not found;-;-
2212;7394413800429;Not found;-;-
2213;7394413800443;Not found;-;-
2214;7394413800450;Not found;-;-
2215;7394413800467;Not found;-;-
2216;7394413800511;Not found;-;-
2217;7394413800535;Not found;-;-
2218;7394413801013;Not found;-;-
2219;7394413801020;Not found;-;-
2220;7394413801037;Not found;-;-
2221;7394413801044;Not found;-;-
2222;7394413801136;Not found;-;-
2223;7394413801143;Not found;-;-
2224;7394413801273;Not found;-;-
2225;7394413801280;Not found;-;-
2226;7394413801310;Not found;-;-
2227;7394413801426;Not found;-;-
2228;7394413801495;Not found;-;-
2229;7394413801563;Not found;-;-
2230;7394413801570;Not found;-;-
2231;7394413801662;Not found;-;-
2232;7394413801693;Not found;-;-
2233;7394413802027;Not found;-;-
2234;7394413802386;Not found;-;-
2235;7394413802737;Not found;-;-
2236;7394413802744;Not found;-;-
2237;7394413802768;Not found;-;-
2238;7394413802775;Not found;-;-
2239;7394413802782;Not found;-;-
2240;7394413803277;Not found;-;-
2241;7394413803284;Not found;-;-
2242;7394413803291;Not found;-;-
2243;7394413803307;Not found;-;-
2244;7394413803314;Not found;-;-
2245;7394413803321;Not found;-;-
2246;7394413803352;Not found;-;-
2247;7394413803369;Not found;-;-
2248;7394413804052;Not found;-;-
2249;7394413804267;Not found;-;-
2250;7394413804311;Not found;-;-
2251;7394413804328;Not found;-;-
2252;7394413804397;Not found;-;-
2253;7394413804403;Not found;-;-
2254;7394413804489;Not found;-;-
2255;7394413804496;Not found;-;-
2256;7394413804540;Not found;-;-
2257;7399535002997;Not found;-;-
2258;7399535003994;Not found;-;-
2259;7399535012903;Not found;-;-
2260;7399535014907;Not found;-;-
2261;7399536002491;Not found;-;-
2262;7399536003993;Not found;-;-
2263;7399536004990;Not found;-;-
2264;7399536005904;Not found;-;-
2265;7399536006901;Not found;-;-
2266;7399536007908;Not found;-;-
2267;7399536009902;Not found;-;-
2268;7399536012902;Not found;-;-
2269;7399536014906;Not found;-;-
2270;7399536015903;Not found;-;-
2271;7399536017907;Not found;-;-
2272;7399536019901;Not found;-;-
2273;7399536024905;Not found;-;-
2274;7399536029900;Not found;-;-
2275;7399537001493;Not found;-;-
2276;7399537001691;Not found;-;-
2277;7399537001998;Not found;-;-
2278;7399537002490;Not found;-;-
2279;7399537002995;Not found;-;-
2280;7399537003497;Not found;-;-
2281;7399537003992;Not found;-;-
2282;7399537004999;Not found;-;-
2283;7399537005903;Not found;-;-
2284;7399537006900;Not found;-;-
2285;7399537007907;Not found;-;-
2286;7399537009901;Not found;-;-
2287;7399537014905;Not found;-;-
